0: 410,4507
1589: 8712,9039,9743,6598,7813,9705
1590: 4245,155,8415
1591: 2071,2338,6207
1592: 4381,866,6065,4082,9973,6853,7501,3000,7192,5800
1593: 8229,4700,4520,7009,8530,3749,5001,1424
1594: 6661,5124,1476,1302,1256
1595: 1534,2706,9426,940
1596: 4684,9080
1597: 175,6947,8335,2236,7859,8157,8438,8723
1598: 6644,227
1599: 3116,119,6963,8755,5654,4002,8653,9982,693,9952
1600: 2762,8578,3688,2865,1230,6014,2185,8417
1601: 834,6926,8119,6212,2794,6116
1602: 5538,4093
1603: 1932,4753,4902,7916,4810,4338,3491,36,9320
1604: 3563,4995,8447,580,7587,8000,942
1605: 96,7543,5383,4889,5799,1756
1606: 5730
1607: 6588,5809,145
1608: 7059,8062
1609: 1388,8669,8427,2519
1610: 2030,7986,113,2550,4099,3705,7712
1611: 6133,4904,5972,7018,2985,8789,4416
1612: 7186,7199
1613: 2292,5796,7111
1614: 5886
1615: 1814,3106,4668,659
1616: 6465,6899,5427
1617: 2627
1618: 7853,4355,1947,6900
1619: 9014,8120,2088,5323,6552,8223,6371,2154
1620: 1768,346
1621: 2549,5639,8193
1622: 3875
1623: 5606
1624: 9783,131,7117,7868,4743,4624,7962
1625: 7028,4060
1626: 2499,8377,3062,4088,4607,1885,4318,4053,7032,3251
1627: 1689,8231,2969,3092,9687,2437,3759,1974
1628: 6575,628,4487
1629: 2396,6985,289,3271
1630: 834,6232
1631: 8602,5021,3792,3634,5508,6981,7852
1632: 8354
1633: 846,4986,1804,4412,5957,4597,5752
1634: 4047,5241,779,2978,669,8,854
1635: 3474,4675,7735,4591,9938,1651
1636: 3029,4134,8050,5957,5477,4987,1828
1637: 223,9041
1638: 5427,5908,5921
1639: 8665,9908,6089,3904,4522,3442,9574,6293,1429,1743
1640: 9861,1972,672
1641: 3121,3161,7304,1616,1226,8956,5619,4940,7770,3310
1642: 2518,717,2095,3141,6852,9020,4138,9181,5691
1643: 7348,1924,7146,1109,7911,6865
1644: 8256,358,2736,9817,4492,2113,4746,744,9277
1645: 3117
1646: 8111,8724,8413,1228,2712,7173,8345
1647: 9216,6394,6568,9949,4449,3391,3016
1648: 2622
1649: 3569,9702,145,8402,7462,8255,8603,4241,4972,3610
1650: 4400,9047,1952,2804,3669
1651: 8742
1652: 4782,640,2428,4551
1653: 4431,844,4080
1654: 8759,1904,22,5693
1655: 6048,5318,1363,9000,4327,2190,6691,4832,5319,938
1656: 5825
1657: 4583,2896,4195,256
1658: 9557,1744,6259,4217,9902,9026,3378,7245,3615
1659: 4404,3342,9530,6480,2551,7309
1660: 7110,6040,2431,7849
1661: 8126,2974
1662: 3032,2886,3095,9334,8037,2956,4622,344
1663: 2670,2912,6459,9959,3078
1664: 2352,1180
1665: 4019,7456,6595,1642,8631,2250,193
1666: 1633,6192,6292,339,1803,222,716,2166,4069,1369
1667: 2337,9825,221,153,1743
1668: 5545,1392,3315,2282,7872,9222,7280,2673,5037
1669: 7847,2532,3995,915,8906,4383
1670: 2017,347,729,1685,8924,4862,1681,8382,6805
1671: 19,3676,393
1672: 6999,6315,2415,5789
1673: 3701,6304,1842,8058,2779
1674: 3679,1666
1675: 5855,1249,5468,1940,5907
1676: 710,9905
1677: 2918,7023,8692
1678: 9825,2972,6968,2462,4941,4703
1679: 1703,4442,8180,6048,4349,1251
1680: 2436
1681: 5248,2422,6400
1682: 7839,1102,1855,9468,7004,4563,2371,1481
1683: 2090,2980,6309,5778,5232,8098
1684: 7886,6783,9859,5464,2265,4029,6279
1685: 9001,8145,8827,8746,8071,8725,8786
1686: 6302,1369,9519,6912
1687: 9468,3594,1429,3854,5927,46,3331,281,5938
1688: 7765,2189,1805,976,5724,5913,2284,4829,7544
1689: 9036,6899,3974
1690: 3680,915,2258,1921
1691: 6185,431,6959
1692: 886,1737,9530,1208,7813,9731
1693: 494,2407,5985
1694: 1294,4015,1262
1695: 9326
1696: 2453,2989,7697,2296,8642,4908,7704
1697: 5527,7275,216,4699,1823,2555,983
1698: 9899
1699: 8246,2628,178
1700: 6941,7444,9080,4228,9373,8223,5015
1701: 6942,2570,4454,1506
1702: 6186,2051,3472,6561,917,3587,6428,3010,9164
1703: 1264,7675,7822,5132,6638,6234,2701,895,6087,6951
1704: 4423,1777,1711,1274
1705: 9883,5497,459,3925,4624,2667
1706: 1745,1070,3472,9784,179,5065,3076,9039,3306
1707: 3938
1708: 1393,9341,9254,735,9237
1709: 748,787,5155,1527,5057,138,5844,4627
1710: 8196,3193,5153,6401,5831,2123,1595
1711: 6673,8251,1654,8228,2461,388
1712: 6261,7815,9607,612,4754,2642,2483,7588,1290,1528
1713: 3534,2308,2639,8219
1714: 9974,8574,5594,7332,2150,5555,4766,5904,7060
1715: 6351
1716: 3422,9944,1228,2497
1717: 8152,1595,244,2337,5072,8965,1428,8175,1541,7452
1718: 2781,4844,2646,1116,4590,9446
1719: 5790,1461,1165,2936,7549,4227
1720: 4195,7243,2302,2032,9319,8000,648,5956
1721: 6569,6702,2114,7223,6009
1722: 5139,6123,1367,6770,8290,7375,4307,699,934
1723: 9189,130,2533,1726
1724: 6158,2593,9342,6542,1195
1725: 6361,7574,1531,5717
1726: 7676,8768,7617,1788,1406,2954,1776,6504
1727: 3269,6579,5386,1056,5199,5611,9902
1728: 3484,7803,1874,4561,7448,627,8931,2552
1729: 2385,3498,5246,9310,513,9849,6231,1022
1730: 7047,7757,3497,886,3466,375
1731: 4422,4130,2886,1369,2323,1134,4488
1732: 1338,4888,7397,6877,8598,3508,4251
1733: 880,1514,7022
1734: 4865,2696,3254,5723,6867,7891
1735: 8774,2633,7157,5812,9345,6376,162,9190
1736: 3254,1274,9478,2370,5305,5186,232,2466,7515,2417
1737: 5185,1862,6659,4306,8532,60,7382,2060
1738: 9477,1596,597,3582,3075,6885,8948,2722
1739: 6186,3542,5704,3437,3132,9451,235,6067,5961,265
1740: 5030,8227,2044,8178,7472
1741: 6724,5763,5771,8888,6978,8572,5503
1742: 2881,7518
1743: 6114,2899,9057,9747,2665,8893,7142
1744: 4670,7168,4641,1625,1435,1700,1468
1745: 6739
1746: 8134,8925
1747: 7277,8248
1748: 534,4750,6892,3472,3652,7449,9038,6244,1876,3205
1749: 2039,5745,7602,6766,6485,124,6139,3669
1750: 4647,4385,4334,5037,6795,3958,68,6793,535
1751: 430
1752: 6135,8503,9830
1753: 5491,2793,9375,7046,3963,9106
1754: 3157,6445,845,9468,7031,2112,6397
1755: 6605,5213,8476
1756: 7167,3785,1631
1757: 8262,1940,9453
1758: 4264,9059,2606,5283,3339,1527,1528
1759: 7167
1760: 9721
1761: 455,8908,1290
1762: 6266,414,2139,7434,5868,3057,3928,3634,4865,3176
1763: 4019,6195,4268,847,4506,1359,2356,379,9493
1764: 1818,7523
1765: 2011,1754,2324,4628,4293,2960,1520,1267,8098,5922
1766: 6403,1649,8046,359
1767: 1205,7972,1250,3446,6880,6149,5138
1768: 2640,2946,4895,166,2928,9295,9940,515
1769: 5617,5682
1770: 9831,8954,82,2596,8549,4170,1993,3160
1771: 484,8782,377,8487,8385,2497,3544,5979,1881,3555
1772: 5367
1773: 3601,1367,2074
1774: 4484,7891,3265,1506,5711
1775: 4823,7653,8124,7145,8400,6553,3164,4098,2834
1776: 4606,6437,1685,9563
1777: 5106,2715,3373,7993,7102,7310,6943,9771,4452,5223
1778: 1762,9950,6276,7034,3273,9293,5783,6127,1052,7364
1779: 553,8379,4147
1780: 6715,4809,9895,8692,5772,6526,490,1879,2948,5287
1781: 3047,5862,4020,1190,3526,6090,6095
1782: 5152,2004,157
1783: 178,5389,3503,7625,9298,5269
1784: 9202,1085,6318,4647
1785: 3477,8639,3563,1686,9191,4556,9960,1225,9404,6910
1786: 5207,5245,3247,3230,813,8093,8170
1787: 4497
1788: 1954,2034,7419,2804,9854,5356,9686
1789: 3874,9444,348,4671,292,9434,76
1790: 4660,2148,6600,606,8741,8643,640,5528
1791: 1137
1792: 1558,6801,4932,4501,5197,5666,6560,1306
1793: 5132,8091,771,6445,4890,7448,8083,1990,6127
1794: 1683,479,3671,783,170,2274,1722,5290,7139,3709
1795: 1442,3132,6044
1796: 80,860,4255,705,1816,786,4986,1229,4321
1797: 6219,4423,2791,2258,9560,7549
1798: 2070,5232
1799: 9571,6772,7321
1800: 8549,8645
1801: 9469,7831,8030,4597
1802: 7909,3701,1504,4323,4854,1356
1803: 9151,3972,3374,1278,1231,8104
1804: 3482
1805: 3542
1806: 6309,3079,7990,1712,5578,3419,9676,8645
1807: 5135,5109,7439,2524,8266,1731,2131,3585,5958
1808: 7413,8413,3327,6557,3080,1124,4553
1809: 2691,5033,9458,1672,2414,7553,1755
1810: 3942,271
1811: 3065,4371,468,7803,8699,7417,5767,4352
1812: 9017,1377
1813: 7070,3475,2468,6504,8228,7060
1814: 5468,870,7231,4467,6059,1602,805,6268,6924
1815: 4817,3104,6598,2895
1816: 4521,8677,9953,8088,8498,7104,1788,817,4079,1820
1817: 1888,870,584,9425
1818: 3912,1078,8719,1655,4514
1819: 6629,6422,6438,1659
1820: 4396,8113,3371,2803
1821: 5696,4719,9770,50
1822: 3033,8246
1823: 7812,5003,3910,2790,5163,1137,2731,3070,5443,7459
1824: 208,7776,7012
1825: 341,2909,4323,1261,2798,159
1826: 5770,7764,9555,16,8001,4056,7743,1792,740,284
1827: 4763,3741,8607,8244,2742,2402,1538,1638,4991,5500
1828: 8040,5748,8941,4217,7971,4154,5969,7517
1829: 5778
1830: 5468,8485,9761,7936,1848
1831: 8509,339,2424,6723,3609
1832: 5853,8157,506
1833: 9464,7057,5889,3381
1834: 3176,6190
1835: 4488,8928
1836: 8633,2867,4347,5716,5427,6407,9653,6837
1837: 5068,3123,673,9495,8521
1838: 2015,7102,7456,9285,5686,4726
1839: 136,8175
1840: 7641,2462,8572
1841: 9145,2665,4975,7977,4723
1842: 4829,255
1843: 670,3561,4637,9717,2023,871,8002,5011
1844: 7051
1845: 10,817,4120,2257,5738,4642
1846: 9188,2541,1409,4435,2338,3224,7079,9589,1322
1847: 3586,526,7753,5811,4076
1848: 6924,6540,1607,4281,4949,9782,5092
1849: 9240,7141,5284
1850: 2281,3269,4097,2224,6821,9082,4933,4998,1402,4872
1851: 7556,8943,3005,6160,7159,1573,2271,8628,7241,5133
1852: 5859,7674,5804,7007,7644,6890,6722,7558,453
1853: 432,6897,1448,2304,4955,3976,9509,8392,6114
1854: 8901,9267,4807
1855: 6434
1856: 6602,97,7583
1857: 7541,890,1387,896,4427,1753,5464,9738,1595
1858: 9265,7889,5429,997,1990
1859: 8370,868,3360,8459,2362,9209,8116,2235,3663,2536
1860: 5094,105,7946,3289,1880
1861: 0,2508
1862: 1984,8517,1587,4051,3348,1697,7762,403,8288,7272
1863: 911,1996,4914,6629,7926,3016,3850
1864: 4265,7195,2019,7084,2397,354,3028,2322,3944
1865: 8381,8957,3283
1866: 7872,4752,4743,1638,9647,8077,6019,4509
1867: 6322,1758,7602,6831,6961,2428,458
1868: 7489,1969,9245,6381,180
1869: 4961,558,7283,698,5812,2283,7667,7510,4537,149
1870: 5862,8203,8245
1871: 5716,8603,6400,8406
1872: 2859,2481
1873: 9227,5559,7529,2295,4561,4964
1874: 1117,7926,6169,7730,9927,2956,9438
1875: 8609,4248,2121,5310,9648,9515,5704,9577,6616
1876: 736,483
1877: 3797,1581,1740
1878: 7806,5303,3794,3877,1727,2851,6293,6883
1879: 1014,4104
1880: 613,1194
1881: 6133,9938,482,2852,5262,1763,7365,6188
1882: 9401,9118,3273
1883: 4137,8047,7169,4688
1884: 3297,2656,7112,8660
1885: 1409,9538,397,1576
1886: 544,2303,85,5892
1887: 9311,8956,1179,5583,3037,8654,8130
1888: 3400,9345,7762,8206
1889: 5841,9154,2259,1100,7191,7005
1890: 1161,9325,1280,2084,8475,4887,1653
1891: 8171,3778
1892: 9855
1893: 5422,369,3671,4750,4119,6397,5864,1113,2587
1894: 1225,8756,9427,3956,8483
1895: 8193,5116,6541,928,8945,1816,9549,7717,4310,491
1896: 5539
1897: 4275,3286,5482,973,2283,3347,8964
1898: 1021,3861,8087,1194,9239,9995
1899: 5667
1900: 6820,9801
1901: 1320,9035,7845,2122,4433,683,1704,583,8137,8317
1902: 5739,7070,7825,4972
1903: 351,906,431,3215
1904: 9964,6216,296,9053,7900,854,6343,6181,2052
1905: 6994,9004,2258,1893,7176,1934,6025
1906: 3173,5622,7153,949,3903,3802
1907: 9644,164
1908: 6768,8786,9307,750
1909: 4095
1910: 1255
1911: 2077
1912: 2959,4631,716,5147,5729,9870,4002,4791
1913: 9931,6518,7844
1914: 1258,1251
1915: 8908,3373,8109,5849,3610
1916: 4960,6012,9035,4796,4002,8632,4384,5225
1917: 8249,1710,884,5680,6732,7967,4584,1285,3336
1918: 8536,3778,4997
1919: 3454,2012,6102,2326,587,3852,7214,7435,1871
1920: 8175
1921: 4429
1922: 9638,6295,4922,1384,978
1923: 9991,6291,8116,308,6269
1924: 7275,727,3678,3371,6215,3022,7063
1925: 856,5000,512,8873,5699,425,9974,5509,4302
1926: 3548,448,5587,7112,7005,935,1789,9066,6359,4710
1927: 7595,6945,9382,9312,8502,4262,2664,6248,7657
1928: 2161,248,4599,4496
1929: 4095,8894
1930: 5531,9357,6466,632,4494
1931: 4404,4105,9962,202,2037,5029
1932: 5260,4334,2930,7272,7582,282,7208,145,7643,606
1933: 7868,9120,3570,6695,959,9496
1934: 4530,9035
1935: 1049,7217,2946,4228,4525,4253
1936: 2085,3727,2859,2407,812,3813,1875,630
1937: 8303,7215,9501
1938: 687,9068,3735,996,4245,4218
1939: 5790
1940: 732,9840,3846,5730,1788,1269,8306,7272,1854
1941: 1268,3883,3344,5338,9345,6085,6816,1169,6988
1942: 2345,404,5351,9945,5903
1943: 6687,6140,7712,4818,510,2627
1944: 730,4766,2459,9687,418,1740
1945: 3465,5130,8369,8327,9528,5637,3521,6207,9547,534
1946: 6244,1285,1266
1947: 9264,8250,9412,8983
1948: 8831,1987,8647,842,9947,7739,8593
1949: 7226,5193,4411,3196,9425,4802,3999,5386,3983
1950: 3783,7469,5158,1890,3950,7292
1951: 5930,1305,5767,9183,8285,1252,5936
1952: 9916,3775,7356,6863,3765,9329,2053,8809
1953: 6679,9581,2264,9922
1954: 4701,5597,5143,1932,1335
1955: 6899,8275,2432,9438,8097,3246,2948
1956: 254,2733,1980,6859,4316,9087,7699,1654
1957: 558,7069,392
1958: 1196,2169,8437
1959: 6359,6920,5806,2089,6592,9125,3956,4807,1950
1960: 5516,9691,9974,1765,741,1208
1961: 7355,6700,7369,7139,4740,7817
1962: 3006,9660,8346
1963: 2495,127
1964: 9717,6061,7431,6216,5251,7186,2896,8335,9636,4577
1965: 3806,4872
1966: 5589,791,9243,8482,8605,9500,8327,6991
1967: 5289,6293,5220,2924,2347
1968: 3452
1969: 8506,4559,9424,5151,1629,5691,4667
1970: 1942,4717,4487
1971: 7192,3665,2775,4727,4251,9932,1738,3796
1972: 2311,1572,3389,9047,8335
1973: 448,9805,651
1974: 8814,3198,109,8002,422,6055,3329,4618,9358
1975: 7289,8535,2068,7436,4833,1795,1965
1976: 7083,8082,4310,1423,2242,4563,1908,5796
1977: 3645,1218
1978: 2568,8308,5495,4524,7430,8403
1979: 5158,628
1980: 1645,8541,5203,3120,9146,583,130
1981: 2243,9607,6164,3608
1982: 4347,7703,2482,7939
1983: 8139,4631,2160
1984: 1453,8460,3510,52
1985: 1102,8040,9138,3417,2919,635,6852
1986: 6231,9567,3846,5714,7934
1987: 2951,4917,3800,4787,7948,8032,6426,9796,5852
1988: 7881,4841,1581,3587,1841,4707,6875,7327,5332
1989: 6961,1897,2887,7615
1990: 1860,5695,6523,2099,7926,8015
1991: 6751,3848,474,4767,4390,8315,3525,6702,996,9213
1992: 4287,5204,6738,6413,7241,6967
1993: 4272,895,4397,7955,3588,5568,747
1994: 7335,6715,3626,9380,2729
1995: 3379,1807,5402,2118,9912,8844,326,345,6213
1996: 5461,5779
1997: 1039,806,8498,3449,5933,8774,3252,2573,8777
1998: 3758,4755,2645,6126,5432,6774,3533
1999: 4075,223,591,328,8628,1679,8217,6520,7945
2000: 2572
2001: 4940,397,3769,4052,553
2002: 2026,6191,6566,2150,4424
2003: 1253,1210
2004: 6806,330,241,8876,9911,2488,1565,9637,6409
2005: 9924,5115,5304,6966
2006: 383,4951,4491,7519,3321,1633,4330,9441,7724
2007: 4772,7038,1524,3642,6658,9192,4564
2008: 4660,8737,8301,4008,6266,282,8144,6450
2009: 8956,1774,7410,3672,9468,407
2010: 3803,7326,6060,7812,9227,1785,5090
2011: 2356,1370,1562,9190,2774,3403
2012: 9723,4096,1374,2316,6606,7759,8576,9284
2013: 965,8085,4130,6748
2014: 5536,2468,598,5267,9263
2015: 6661,91,4394,3428,9215,8008,8939,8189,5129,3863
2016: 7560,7914,8429,9090,1334,1721
2017: 1269,6156,2086,223,2656,8519,1990
2018: 3234,7170,1862
2019: 6950
2020: 2798,8595,7983,2292,8964,6851,6544,151
2021: 1926,7135,4821,4442,8561
2022: 6089,9238,2719,2319,4755,8573
2023: 6083,8510,9905,4117
2024: 7584,3451,5410,2218,2691,8592,7764,160
2025: 6821,2937,2464,7709,1098,91
2026: 3075,3265,1537,8811,7514
2027: 1551,1001,7680,9740,2564,1093
2028: 9162,3704,5652,231,3157,4499
2029: 6983,9576,5010,6018,6608
2030: 9194,8865,3320,1269,9710
2031: 1687,3547,4588
2032: 4308,9236,1676
2033: 8558,9623,6275
2034: 9432,9703,9909,4543,7757,3430
2035: 43,3799,3547
2036: 2401,2349
2037: 7791,4,5298
2038: 855,2245
2039: 7204,6970,7729,5360,4958,8199,1921,3945,9178
2040: 6182,6317,7774,5817,5108,8553,5194
2041: 1281,9919,3505,2722,4551,2342,7164,9184,7236
2042: 4105,1970,9141,7134,5705,2917,414,5992
2043: 5669,6949,3503,9172,3130,6267,6131,2933
2044: 3209
2045: 5915,8619,3194,91,9605,5086,5382,1541
2046: 4158,8238,212,9942,4474,549
2047: 7844,6526,719,4146,4493
2048: 9375
2049: 7714
2050: 7447,8034,2848,7757,8939,1702,625,6055,472,2510
2051: 2157,1356,6875
2052: 918,7265
2053: 5149
2054: 8915,4547
2055: 273,5451,5186,2773
2056: 6001,8460,232,6606,6822,1007,1064,3162,8217,2417
2057: 1375,2828,7265,729,4515
2058: 3256,8282,6706,2834,52,5099,4486,9185,5746,1928
2059: 7640,9309,1410,9277,7586,1444
2060: 1483,2991
2061: 3042,5202
2062: 329,2775,171,3564,6137,7543,1331,4043,5043,3131
2063: 5088,873,6215
2064: 2917,4571,2301,9258,5170
2065: 3703,3085,4470,3265,2902,4833,4250
2066: 4335,1514,8027,5819,9482,5958,5716,8570
2067: 2794,601,9589,6319,2552,8814,9318,3452
2068: 5684,4730,3399,5607,8254,9038,4407
2069: 8410,3453
2070: 3576,7663,4274,515,1889
2071: 3055,7786,2291,7656,9615,5292,6100,9237,6192
2072: 554,5282,1713,5880,129,2601,6905,7791,5484,5517
2073: 3066,5866
2074: 2667,7649,8959,3051,356
2075: 7479,9726,9437,7127,6543,7760,3991,4139
2076: 9846,5536,7907,6573,4919,657
2077: 8307,1767,6898,6978
2078: 9462,6566,9717,467,2688
2079: 2727,4925,9779,8587,3252,9306,2287,2129,5459
2080: 1481
2081: 2318,5671,7516,6488,2709
2082: 13,2417,3284,2820,4937,5039,1316,3025
2083: 3332,7153,1477,4010
2084: 9099,6132,81
2085: 2611,5648,1636,7714,9009,6457,3482,7739
2086: 7594,3978,1569,6351,2106,5216,2188
2087: 5360,4640,6957,9781,6453,8751,1174
2088: 8001,9609,440,3633,9971,2919
2089: 6048,5936,5569,8216
2090: 9817
2091: 1265,3770,2263,8192,3080,724,3461
2092: 7134,1521,5564,6293,2948
2093: 2470,4669,5097,6338,7876,570,4277
2094: 2942,2680,6525,8477,1743,7618,1353
2095: 1661,6627,200,2636,5227,2110
2096: 8307,6292,7450,189,7965,6582,6922,893,4964,6963
2097: 1899,9890,7378,8226,6109
2098: 5490,8766,5978,1829,2931,6948,8712,6283
2099: 2464,113
2100: 9670,4225,3238,8437,7455,7126
2101: 7615
2102: 652,1991,8022,7541,6015
2103: 9820
2104: 4135,6975,5529,4853,385,8893
2105: 2929,4805,5848,6834,287
2106: 5319,4878,583,9762,1829,5854,599,8705
2107: 4074,2872,1377,8766,1549,2065,2370
2108: 7064,4501,5659,7505,4000,8578,9324,7511
2109: 1253
2110: 6108,627,2405,9984,1656,6258
2111: 1290,5535,4948,6923,6566,366,3014,4209,1298
2112: 1907,3140,9354,4276,4968,8423,8834
2113: 800,6132,9394,7749
2114: 7159,4503,3043,4536
2115: 749,9907,6532,2970,4669,4468,82,6672,3394
2116: 6789
2117: 4502,4376,7577
2118: 5213,1591,3627,3684,296,5319,3622,1044,4716,9984
2119: 9633,6894,9753,5387,8872,6375,7793,9137
2120: 5619
2121: 5238,5675,7281,2487,7569,8176
2122: 8721,2786,6391,4190
2123: 528,9361,1287,7972,9197,5658,1361
2124: 8677,6049,4982,4782
2125: 7398,7658,484,2555,9584,2732
2126: 5762,9256,7071,6806,383,4652,9117,8041,3846,6149
2127: 2158,6201,9948,2023,1588,6484,3577,3463,1812
2128: 4741,2927,2607,6572,9013,6694,5768,3568,6852,9819
2129: 5234,5951,1730,5207,8230
2130: 8725,6426,3689,6619,8108,7601,4691,7364,2572
2131: 6555,4726,54
2132: 5474,7603,2823,1610,6281,9506,6851,6853,6723
2133: 475,3674,2271,9990
2134: 8248,1319,9824,9349,6698,374,5326,9992,4096,2728
2135: 7732,1490,6067,372,9853,6379,9045,8378,3163,2645
2136: 6047,3921,2871,7737,3274,5288,2174,4801
2137: 506,3392
2138: 7556,7524,4015,9884,7269,3964,2898,7560,8196,1821
2139: 5428,2610,4012,7573,1144,112,529,6658,8516,7704
2140: 1152,6834,4261,8804,1982,9945,8752
2141: 7185
2142: 979,4800,6528,653,5954,6545,8382,7210
2143: 2032,1697,2392,4301,9500,1831,2769
2144: 6765,5568,2326,3983,7907,3443
2145: 1591,5408,1213,7508,8054
2146: 4260,5611,4839,7286
2147: 7379,4226,9310,4511,9740,585
2148: 2426,8549,4726
2149: 3622
2150: 9234,5943,4772,5025,2594,9301
2151: 7788,7207,4832,2531,2106
2152: 9953,4790,6296
2153: 3735,458,3468,9556,4964
2154: 9573,197,4251
2155: 8333,8468,6650,7815,2792,5640
2156: 9620,8210,5150
2157: 6134,6193,7951,2771,8606,7898,2874,7930,6224
2158: 1060
2159: 3684,5068,3383,3676,2460,4560
2160: 1959,3227,5841,8173,7526,9330,199,8588,3742,3319
2161: 538,6529,1619,5399,8314,1100
2162: 9066,8762,8811,1301,917
2163: 9285,8568,4063,4010,4196,2994,4016,3742
2164: 2908,659,9981,4355,9044,4547,1496,3114
2165: 2172,8562
2166: 997,3404,3729,3997,9596
2167: 7820,7607,1610,8798,836,5225,1196,3219,7837,1907
2168: 1366,7800,3235,1636,8887,9657,3523,9803
2169: 4915,9328,157,9531,7042,1827,7253,3192
2170: 7476,8,4125,6672,9853,4436,8071,2893,5385,8312
2171: 8425,4650,4910,4329,8720,4080,5590,4511
2172: 8243,5060,7210,1826,2985,7989,106,5230,8349
2173: 8123,2673,2930,1074,7079,4992,1549,7262
2174: 8825,2993,3172,1781,3798,3494
2175: 8222,5004,5244,8691,7732
2176: 4917,9987
2177: 9356,2533,5305,2563
2178: 6492,2815,2588,9997
2179: 5336,8462,7763
2180: 6831,4414,3748,4307,7733,4975,6076,2376,5018,5468
2181: 5167,7369,5047,6969,9229,6448
2182: 92,6621,906,6698,5794,2293,7486
2183: 319,3314,3418,4194,4830
2184: 387,5274,7005,6266,5337,9144
2185: 3268,3523,8241,7211,4489,1750,1219,3984,2629
2186: 7860,9715,7699,753,6391,7980
2187: 4590,9941,9603,6145
2188: 1661
2189: 5615
2190: 8813,6054,7179,4657,1819
2191: 2201,1212,5318,6780,2487,2465,9664,4897
2192: 3277,9206,1441,7181,4018,5372,9384,8956,4272,9121
2193: 4775,358,2302,1114,5144,5919,7305,3520,3017
2194: 7674,3731,7550,5935,5457,3261
2195: 4184,9890,379,2299,1952
2196: 7002,6494,7969,786,8658,987,8393
2197: 265,9269,7164,525,8262,5359
2198: 8062,4631,9418,5469,1099,1237,9262,1509,9148
2199: 8713,2593
2200: 1437,9404,7676,9995,3128,1197,7061,4537,7631
2201: 2494,5414,1196,2977,9425,5568,7440,8647
2202: 351,6578,9417,4814,104,6389,309
2203: 3691
2204: 6999,2466,4242,3652,9575,5352
2205: 7500,3283,9412,5811,9452,2501,3095,2430,3378
2206: 2976,1653,429,8740,9862
2207: 2086
2208: 5711,1134,5366,5167,3771,3422,3305,4964,2676
2209: 4442,3818,3560,5822,447,2250,7204
2210: 6146,416
2211: 3418,6233,806,7321,7186,6541,3255,3370
2212: 9671,2042,1521,2869,8302,9475,8463
2213: 2669,3435
2214: 8014,9910
2215: 5192,6802,3130,3447,1487,8306
2216: 7832,4183,8336,1834,7487,264
2217: 6227
2218: 6559,1639,5812,5905,5079,1069,7114
2219: 3758,1383,6385,7723,259
2220: 5297,743,2306,4080,2906
2221: 151,2096,8498,2552,2298,7698,638,1002,9769,3438
2222: 6090,6798,2581,6869,2825
2223: 8497,2481,2976
2224: 1792,2661,491,8152,3344,5015
2225: 6115,4345,5261,466,423,5433,7709
2226: 2365
2227: 761,8839,6178,9806,8605,2782,2592
2228: 244,5713
2229: 1509,6880,1086,1841
2230: 7610,6801,8794,7216,2202,9884,11,5103
2231: 7693,4209,2100,5291,8848,5990,1579,7829
2232: 9360,3216,2061,3594,8434,2126,2337,3696
2233: 1553,6617
2234: 1724,4093,3707,4107,3025
2235: 5385,7572,9680,8519,8469
2236: 4371,2157,5374,6915,6141,2380,9493,560,6309,786
2237: 2985,234,2343,558
2238: 2653,6501,5285,191
2239: 7878,7928,5635,3077,9457,6647,7408,3520,7426,4306
2240: 7207,1930,4577,8430,5528,5526,3053,4183,5587
2241: 8994,7477,1581,5610,8505,4307,1034,5988
2242: 416,8902,2068,1549,3722,7495,1820
2243: 9019,4845
2244: 5696,5031,7415
2245: 9066,1359,8270,2992,6514,8371,3193
2246: 3635,273,3256
2247: 8612,9846,2487,9223,8693,8603
2248: 8736
2249: 8839,3776,8698,2733,6136,2601
2250: 2714,3708
2251: 8861,9989,6948
2252: 4562,801,6568,4858
2253: 8549,6902,7808,7668,5275,2230,4916
2254: 1226
2255: 9106,5106,3421,9732,1094
2256: 6724
2257: 2356,7880,2626
2258: 6411,2613,6866,6407
2259: 3169,4073,5742,1155,3708,4526,2301,6578,2022,9600
2260: 3373,7265,2334
2261: 5366,176,1921,8530,5099
2262: 1681,9805,7719,3805,7181,4896,2045,8868,9995
2263: 2518,1153,5594,4459,671,6251,4186,1848
2264: 6979,9585,2760,7984,4770,3681,8567,1688
2265: 9885,9815
2266: 3954,8103,7086,6909,928,1723
2267: 4520,4124,8321,5388,6876
2268: 5844,1361,211,1656,7956
2269: 9598,8110,3628,9685
2270: 4355,1703,7994,9187,9940,9268,6158
2271: 8503,6269,689,9858,1766,9673,1615,9432,1555,1924
2272: 5910,9505,9893,6912
2273: 653,5691,7213,7549,9394,8565,610
2274: 7075,420,3540,9289,2962,395,5390
2275: 4789,6753
2276: 7482
2277: 5876,5637,5774,4075,4533
2278: 783,5317,7508,4312,2632,3431,9151,8967
2279: 6576,5711,2819,8190,1456,5469
2280: 8819,3729,5187,5011,1659,1481
2281: 5127,8147,3051,6271,3313,4337,7954
2282: 5522,7173,5923,2609,2762,5289
2283: 1826
2284: 9533,5088,8293,9183
2285: 9174,8819,2915,6521,1244
2286: 1529,1483,9798,6630
2287: 2389,5574,8730,5797,6501
2288: 6312,1697,4816
